date,open,close,high,low,volume
2005-12-09,1097.52,1113.48,1114.58,1094.74,1348
2005-12-12,1115.75,1116.37,1118.53,1109.08,1194
2005-12-13,1115.77,1117.85,1119.42,1106.75,1137
2005-12-14,1117.47,1125.39,1127.63,1110.21,1502
2005-12-15,1125.67,1123.56,1134.85,1121.56,1682
2005-12-16,1122.73,1127.51,1127.94,1118.94,1261
2005-12-19,1127.84,1131.75,1134.5,1123.5,1222
2005-12-20,1131.8,1136.34,1136.39,1126.99,1171
2005-12-21,1135.98,1130.76,1142.39,1128.94,1229
2005-12-22,1129.56,1135.24,1136.0,1125.95,1112
2005-12-23,1135.7,1144.87,1144.94,1135.07,1447
2005-12-26,1145.77,1156.82,1159.78,1145.34,1865
2005-12-27,1157.49,1154.29,1158.16,1149.85,1567
2005-12-28,1155.12,1157.03,1157.2,1149.27,1468
2005-12-29,1157.51,1169.86,1169.87,1157.51,2180
2005-12-30,1171.57,1161.06,1173.06,1158.97,2002
2006-01-04,1163.88,1180.96,1181.0,1161.91,2325
2006-01-05,1183.31,1197.27,1197.84,1180.45,2948
2006-01-06,1198.81,1209.42,1215.54,1191.61,3434
2006-01-09,1210.32,1215.67,1217.31,1205.25,2870
2006-01-10,1215.85,1220.62,1220.76,1203.65,2679
2006-01-11,1219.81,1211.05,1223.56,1204.04,3063
2006-01-12,1208.77,1226.7,1227.3,1205.28,2701
2006-01-13,1228.16,1221.46,1231.22,1214.88,2770
2006-01-16,1221.11,1202.87,1221.39,1202.59,2527
2006-01-17,1200.26,1208.44,1209.02,1198.84,1972
2006-01-18,1207.53,1233.35,1234.53,1206.36,2666
2006-01-19,1235.08,1251.58,1251.96,1230.85,3361
2006-01-20,1251.41,1255.31,1258.7,1247.2,3320
2006-01-23,1254.78,1255.77,1257.35,1244.27,2902
2006-01-24,1256.01,1252.06,1262.09,1247.01,2967
2006-01-25,1251.27,1258.05,1260.17,1245.92,2655
2006-02-06,1263.0,1287.63,1287.67,1263.0,2917
2006-02-07,1289.45,1282.1,1297.4,1270.4,3840
2006-02-08,1282.12,1290.06,1291.74,1276.02,3285
2006-02-09,1288.97,1269.45,1288.97,1266.81,2907
2006-02-10,1269.54,1282.66,1284.1,1266.22,2631
2006-02-13,1283.78,1279.64,1284.95,1267.56,2613
2006-02-14,1279.63,1286.33,1286.42,1275.85,2254
2006-02-15,1289.14,1299.17,1300.99,1288.64,3014
2006-02-16,1298.5,1270.63,1298.5,1268.56,3235
2006-02-17,1269.4,1267.41,1280.04,1265.14,2590
2006-02-20,1268.11,1267.54,1279.42,1265.38,2154
2006-02-21,1266.65,1288.42,1288.55,1256.81,2665
2006-02-22,1288.85,1284.23,1297.94,1282.91,2851
2006-02-23,1284.13,1288.85,1289.94,1273.94,2287
2006-02-24,1289.43,1296.87,1297.34,1286.96,2357
2006-02-27,1297.69,1297.19,1304.61,1293.47,2681
2006-02-28,1294.81,1299.03,1299.47,1277.74,2364
2006-03-01,1299.15,1306.59,1308.2,1297.76,2364
2006-03-02,1306.58,1285.67,1307.64,1281.57,2844
2006-03-03,1284.61,1293.3,1295.41,1275.62,2492
2006-03-06,1292.75,1288.95,1296.85,1286.64,2032
2006-03-07,1288.26,1259.92,1288.26,1257.54,2265
2006-03-08,1256.69,1250.38,1258.24,1238.16,1984
2006-03-09,1247.46,1245.17,1253.76,1242.68,1538
2006-03-10,1245.19,1245.65,1253.91,1240.75,1409
2006-03-13,1245.3,1259.67,1260.07,1245.3,1377
2006-03-14,1260.42,1259.04,1262.75,1250.28,1487
2006-03-15,1259.23,1274.81,1275.52,1258.15,1845
2006-03-16,1274.61,1274.19,1277.19,1270.83,1832
2006-03-17,1273.01,1269.46,1276.63,1265.61,1875
2006-03-20,1269.58,1288.42,1288.97,1264.41,2029
2006-03-21,1288.56,1290.4,1297.61,1285.43,2434
2006-03-22,1289.46,1296.71,1296.91,1281.13,2233
2006-03-23,1296.19,1302.46,1302.79,1289.53,2546
2006-03-24,1302.14,1294.7,1308.06,1293.3,2442
2006-03-27,1296.07,1295.92,1296.59,1283.68,2061
2006-03-28,1295.76,1298.79,1302.65,1293.0,2501
2006-03-29,1299.38,1305.57,1313.12,1296.59,3415
2006-03-30,1305.84,1294.72,1308.5,1293.83,2603
2006-03-31,1291.52,1298.3,1298.75,1285.73,2663
2006-04-03,1298.68,1319.47,1319.48,1298.68,3280
2006-04-04,1319.84,1329.8,1330.1,1315.33,3713
2006-04-05,1330.56,1340.16,1341.5,1326.53,3776
2006-04-06,1341.74,1339.74,1348.52,1336.14,4171
2006-04-07,1340.65,1342.96,1345.29,1330.51,4066
2006-04-10,1344.24,1359.08,1359.41,1339.52,4141
2006-04-11,1360.98,1362.23,1366.52,1350.32,4387
2006-04-12,1361.74,1360.13,1364.69,1355.66,3712
2006-04-13,1359.28,1332.33,1364.32,1331.68,4129
2006-04-14,1330.09,1359.54,1360.09,1328.44,3787
2006-04-17,1360.64,1378.61,1383.65,1353.4,4221
2006-04-18,1379.81,1385.11,1391.38,1370.15,3678
2006-04-19,1389.13,1396.7,1399.55,1378.8,4057
2006-04-20,1398.1,1385.9,1404.19,1376.96,4330
2006-04-21,1385.92,1416.79,1419.89,1383.45,4556
2006-04-24,1423.41,1409.79,1429.06,1402.27,5201
2006-04-25,1405.9,1399.77,1409.27,1386.13,4324
2006-04-26,1399.07,1417.48,1426.63,1397.35,4841
2006-04-27,1418.9,1416.73,1424.46,1407.14,3760
2006-04-28,1403.52,1440.22,1444.71,1389.35,4456
2006-05-08,1446.99,1497.1,1497.2,1446.99,5162
2006-05-09,1503.24,1531.16,1532.75,1497.99,6468
2006-05-10,1537.56,1545.69,1554.03,1518.33,6271
2006-05-11,1547.56,1537.38,1583.76,1536.29,7321
2006-05-12,1532.88,1602.83,1603.21,1531.23,6839
2006-05-15,1616.26,1664.09,1664.94,1606.57,8772
2006-05-16,1658.69,1613.25,1678.6,1604.78,8827
2006-05-17,1613.23,1625.15,1640.69,1592.19,7098
2006-05-18,1611.66,1617.28,1630.07,1582.96,6058
2006-05-19,1620.21,1659.55,1664.61,1610.04,7708
2006-05-22,1656.75,1657.69,1674.22,1646.68,7725
2006-05-23,1647.96,1604.55,1648.53,1597.1,6990
2006-05-24,1609.74,1590.92,1634.59,1562.39,5727
2006-05-25,1585.47,1591.43,1598.56,1563.86,4104
2006-05-26,1596.56,1613.89,1614.55,1593.09,4372
2006-05-29,1622.11,1648.54,1648.84,1609.01,5171
2006-05-30,1654.98,1657.29,1663.93,1634.9,5308
2006-05-31,1656.28,1641.3,1667.23,1628.68,5701
2006-06-01,1639.67,1684.19,1684.71,1635.75,6784
2006-06-02,1688.78,1669.4,1695.58,1659.14,7814
2006-06-05,1669.24,1684.62,1685.29,1639.68,6729
2006-06-06,1681.22,1679.13,1692.82,1672.81,5842
2006-06-07,1678.24,1589.55,1678.24,1588.97,6508
2006-06-08,1576.44,1591.49,1596.12,1540.93,5457
2006-06-09,1583.96,1551.38,1594.44,1550.2,4700
2006-06-12,1540.22,1552.8,1566.45,1529.5,3149
2006-06-13,1552.1,1548.49,1570.1,1532.06,3245
2006-06-14,1540.64,1531.33,1540.64,1512.52,3243
2006-06-15,1531.25,1533.98,1551.3,1528.23,2847
2006-06-16,1540.19,1574.47,1574.47,1540.19,3357
2006-06-19,1559.98,1586.29,1591.85,1544.93,3556
2006-06-20,1583.87,1592.33,1592.83,1572.58,3553
2006-06-21,1590.61,1598.12,1617.71,1570.08,3970
2006-06-22,1593.1,1596.07,1605.25,1587.8,3246
2006-06-23,1594.49,1605.71,1608.11,1582.02,3502
2006-06-26,1607.79,1633.45,1635.8,1607.79,3949
2006-06-27,1636.7,1639.55,1642.57,1627.59,3645
2006-06-28,1638.23,1639.29,1642.35,1627.07,3322
2006-06-29,1641.93,1671.62,1672.1,1641.93,5179
2006-06-30,1679.72,1672.21,1690.95,1662.28,4983
2006-07-03,1677.31,1697.28,1697.83,1670.02,4863
2006-07-04,1700.32,1681.55,1702.66,1670.13,5431
2006-07-05,1755.22,1718.56,1757.47,1703.58,6072
2006-07-06,1715.28,1741.47,1742.2,1711.65,5006
2006-07-07,1746.52,1730.19,1750.03,1724.68,4943
2006-07-10,1730.7,1734.33,1737.03,1715.83,3904
2006-07-11,1736.99,1745.81,1746.72,1725.23,4008
2006-07-12,1745.88,1740.0,1753.28,1738.0,4878
2006-07-13,1736.21,1655.77,1737.59,1654.49,6747
2006-07-14,1641.14,1665.21,1676.75,1633.9,4158
2006-07-17,1662.05,1682.89,1684.34,1653.6,3220
2006-07-18,1682.36,1684.25,1684.67,1666.31,3140
2006-07-19,1681.77,1645.16,1681.77,1637.49,3505
2006-07-20,1642.62,1655.12,1658.05,1636.26,2866
2006-07-21,1653.81,1665.33,1669.29,1653.51,2996
2006-07-24,1648.75,1665.94,1667.62,1632.69,3118
2006-07-25,1668.14,1685.46,1690.61,1668.14,3423
2006-07-26,1688.54,1686.65,1691.43,1675.66,3116
2006-07-27,1685.35,1675.17,1701.61,1665.39,3620
2006-07-28,1674.43,1662.03,1678.53,1646.35,3326
2006-07-31,1659.54,1612.73,1659.54,1611.16,3365
2006-08-01,1619.64,1600.61,1625.04,1596.66,3231
2006-08-02,1598.76,1600.87,1608.78,1577.9,2786
2006-08-03,1599.75,1601.06,1609.43,1587.12,2082
2006-08-04,1601.61,1570.15,1612.1,1567.25,2586
2006-08-07,1561.8,1547.44,1570.05,1541.41,2409
2006-08-08,1547.91,1580.58,1581.75,1547.91,2338
2006-08-09,1581.8,1578.57,1585.17,1571.71,2163
2006-08-10,1578.35,1606.06,1606.94,1577.86,2632
2006-08-11,1605.6,1605.93,1610.76,1596.22,2345
2006-08-14,1605.2,1570.74,1611.66,1566.72,2565
2006-08-15,1568.27,1595.66,1596.65,1564.4,2025
2006-08-16,1596.06,1616.41,1616.45,1591.86,2856
2006-08-17,1612.41,1603.33,1612.41,1592.85,2339
2006-08-18,1601.57,1598.02,1614.36,1596.56,2397
2006-08-21,1565.46,1601.15,1602.13,1558.1,2337
2006-08-22,1601.52,1613.35,1619.07,1598.78,2670
2006-08-23,1614.39,1612.4,1621.4,1608.74,2721
2006-08-24,1612.7,1623.02,1623.17,1601.89,2506
2006-08-25,1622.48,1623.03,1630.05,1619.73,2782
2006-08-28,1627.12,1650.44,1651.29,1624.28,3934
2006-08-29,1652.67,1651.02,1667.53,1649.59,4805
2006-08-30,1648.35,1655.19,1656.23,1640.28,3144
2006-08-31,1655.9,1658.64,1661.47,1650.0,3513
2006-09-01,1658.66,1636.69,1660.52,1634.03,3595
2006-09-04,1635.33,1657.52,1657.69,1635.12,3309
2006-09-05,1659.74,1664.08,1669.9,1657.05,4053
2006-09-06,1665.13,1672.12,1672.26,1656.86,3357
2006-09-07,1683.78,1661.19,1683.89,1655.41,3152
2006-09-08,1659.7,1667.98,1671.31,1658.67,2655
2006-09-11,1668.16,1674.97,1675.09,1653.01,3059
2006-09-12,1675.2,1695.86,1699.58,1673.44,3739
2006-09-13,1695.35,1689.39,1713.99,1687.05,4304
2006-09-14,1689.63,1689.69,1696.62,1672.88,3388
2006-09-15,1689.6,1721.05,1722.66,1689.51,4703
2006-09-18,1727.92,1732.99,1733.41,1719.16,4484
2006-09-19,1735.3,1735.24,1743.02,1728.29,4345
2006-09-20,1733.64,1732.45,1737.73,1720.83,3883
2006-09-21,1731.58,1740.9,1743.63,1731.22,3953
2006-09-22,1744.6,1725.36,1746.61,1724.1,4477
2006-09-25,1722.74,1722.37,1732.28,1709.77,4016
2006-09-26,1720.78,1712.64,1721.58,1704.77,3313
2006-09-27,1711.51,1725.04,1725.5,1709.77,2924
2006-09-28,1725.52,1736.96,1740.79,1722.22,3397
2006-09-29,1740.06,1752.42,1755.69,1740.06,4123
2006-10-09,1768.14,1785.39,1786.11,1763.11,5293
2006-10-10,1784.22,1784.86,1793.14,1771.86,5513
2006-10-11,1784.52,1790.1,1792.76,1771.02,4928
2006-10-12,1790.63,1778.18,1792.24,1774.14,5316
2006-10-13,1776.51,1784.66,1792.87,1773.23,4253
2006-10-16,1787.7,1771.3,1789.18,1766.31,4676
2006-10-17,1768.63,1763.9,1777.6,1758.31,3926
2006-10-18,1762.4,1787.19,1787.74,1760.88,3681
2006-10-19,1788.58,1792.25,1799.29,1784.34,4149
2006-10-20,1792.6,1790.36,1801.33,1786.34,4146
2006-10-23,1789.65,1759.39,1797.43,1753.49,4444
2006-10-24,1756.46,1805.18,1805.27,1756.46,3991
2006-10-25,1807.03,1806.65,1825.61,1789.91,4451
2006-10-26,1804.89,1810.65,1816.76,1791.95,4873
2006-10-27,1836.21,1807.18,1842.73,1803.21,7374
2006-10-30,1804.37,1809.66,1815.61,1788.29,4533
2006-10-31,1811.47,1837.99,1839.32,1811.47,4655
2006-11-01,1838.68,1855.71,1855.89,1833.2,4778
2006-11-02,1856.92,1851.31,1857.15,1834.84,5174
2006-11-03,1851.4,1866.36,1873.66,1850.15,4986
2006-11-06,1853.19,1886.31,1886.52,1846.01,4954
2006-11-07,1889.53,1889.53,1897.41,1862.93,5484
2006-11-08,1885.85,1866.82,1886.26,1865.22,3777
2006-11-09,1860.95,1896.48,1899.1,1858.59,4409
2006-11-10,1896.93,1883.35,1920.18,1870.96,6280
2006-11-13,1878.7,1863.77,1905.9,1852.1,5001
2006-11-14,1868.17,1888.24,1888.43,1841.82,4318
2006-11-15,1888.54,1922.94,1923.14,1878.69,4668
2006-11-16,1930.93,1941.55,1976.05,1926.72,6398
2006-11-17,1934.64,1971.79,1972.61,1925.15,4941
2006-11-20,1977.53,2017.28,2018.0,1977.53,5914
2006-11-21,2013.07,2037.55,2037.74,1988.93,5389
2006-11-22,2031.3,2041.35,2062.8,2010.79,6488
2006-11-23,2045.08,2062.36,2071.24,2042.15,6072
2006-11-24,2051.47,2050.81,2057.91,2022.62,6123
2006-11-27,2042.19,2047.28,2049.54,2022.38,5784
2006-11-28,2042.38,2038.72,2051.49,2016.47,5507
2006-11-29,2005.99,2054.09,2059.73,1992.54,5600
2006-11-30,2058.77,2099.29,2102.06,2058.77,7277
2006-12-01,2106.29,2102.05,2112.58,2087.6,7617
2006-12-04,2103.82,2161.65,2164.58,2100.56,8723
2006-12-05,2167.36,2173.28,2195.53,2159.32,8815
2006-12-06,2175.38,2156.6,2192.9,2097.42,10434
2006-12-07,2152.59,2156.75,2206.51,2145.79,9927
2006-12-08,2133.35,2093.64,2164.02,2090.4,8088
2006-12-11,2085.06,2180.5,2181.16,2084.27,6267
2006-12-12,2189.69,2218.95,2228.64,2180.37,7019
2006-12-13,2224.43,2223.46,2244.41,2195.64,5749
2006-12-14,2226.0,2249.11,2250.32,2212.91,5843
2006-12-15,2255.24,2273.91,2275.49,2241.2,6061
2006-12-18,2277.28,2332.43,2335.23,2277.28,7825
2006-12-19,2342.18,2364.18,2381.63,2315.99,8705
2006-12-20,2356.26,2373.21,2381.13,2332.93,7829
2006-12-21,2372.46,2342.94,2386.82,2339.91,8318
2006-12-22,2334.27,2343.67,2366.69,2321.92,7048
2006-12-25,2350.13,2435.76,2452.43,2350.13,7393
2006-12-26,2437.85,2479.73,2505.7,2424.94,7226
2006-12-27,2478.06,2536.39,2538.66,2461.07,7211
2006-12-28,2538.95,2567.59,2611.79,2530.33,7871
2006-12-29,2585.42,2675.47,2698.9,2585.42,8676
2007-01-04,2728.19,2715.72,2847.61,2684.82,12015
2007-01-05,2668.58,2641.33,2685.8,2617.02,10615
2007-01-08,2621.07,2707.2,2708.44,2620.62,10681
2007-01-09,2711.05,2807.8,2809.39,2691.36,11075
2007-01-10,2838.11,2825.58,2841.74,2770.99,11176
2007-01-11,2819.37,2770.11,2841.18,2763.89,12159
2007-01-12,2745.32,2668.11,2782.02,2652.58,10730
2007-01-15,2660.07,2794.7,2795.33,2658.88,9176
2007-01-16,2818.66,2821.02,2830.8,2757.21,11117
2007-01-17,2828.4,2778.9,2870.42,2742.59,12737
2007-01-18,2760.94,2756.98,2784.04,2679.71,11231
2007-01-19,2761.89,2832.21,2833.45,2761.89,12206
2007-01-22,2857.9,2933.19,2934.65,2857.9,13857
2007-01-23,2964.69,2949.14,2970.69,2851.92,14279
2007-01-24,2955.42,2975.13,2994.28,2927.72,12205
2007-01-25,2946.5,2857.36,2947.15,2853.82,11719
2007-01-26,2805.96,2882.56,2905.98,2720.83,10959
2007-01-29,2897.25,2945.26,2954.34,2885.86,11206
2007-01-30,2959.4,2930.56,2980.51,2901.76,11193
2007-01-31,2926.07,2786.33,2929.65,2766.75,11426
2007-02-01,2744.81,2785.43,2801.69,2706.29,9344
2007-02-02,2791.49,2673.21,2796.44,2666.86,8544
2007-02-05,2658.07,2612.54,2672.35,2610.33,6922
2007-02-06,2612.84,2675.7,2677.04,2541.52,8663
2007-02-07,2688.96,2716.18,2745.39,2681.33,9488
2007-02-08,2725.14,2737.73,2751.16,2691.27,8843
2007-02-09,2741.48,2730.39,2747.94,2704.36,8087
2007-02-12,2729.84,2807.17,2807.51,2728.78,7900
2007-02-13,2819.14,2831.87,2835.09,2801.31,7900
2007-02-14,2836.82,2905.09,2915.06,2823.38,9404
2007-02-15,2923.67,2993.01,2994.62,2923.67,10883
2007-02-16,3018.18,2998.47,3036.35,2975.83,11792
2007-02-26,2999.09,3040.6,3041.34,2960.75,11205
2007-02-27,3048.83,2771.79,3049.77,2763.4,16137
2007-02-28,2734.59,2881.07,2888.9,2732.88,12147
2007-03-01,2877.2,2797.19,2878.35,2760.91,12736
2007-03-02,2792.94,2831.53,2846.16,2777.8,9394
2007-03-05,2827.68,2785.31,2858.44,2723.06,10691
2007-03-06,2776.17,2840.18,2866.33,2756.96,7704
2007-03-07,2851.75,2896.59,2911.42,2849.65,8791
2007-03-08,2904.19,2928.01,2928.8,2871.46,8895
2007-03-09,2934.49,2937.91,2962.42,2891.81,10713
2007-03-12,2945.92,2954.91,2958.63,2904.74,10154
2007-03-13,2958.1,2964.79,2966.19,2932.23,10718
2007-03-14,2933.68,2906.33,2934.45,2868.81,11373
2007-03-15,2905.98,2951.7,2955.46,2905.98,10174
2007-03-16,2964.09,2930.48,2979.71,2899.03,12268
2007-03-19,2864.26,3014.44,3038.0,2852.86,10997
2007-03-20,3024.78,3032.2,3033.02,2998.8,9276
2007-03-21,3042.1,3057.38,3057.71,3020.95,9919
2007-03-22,3080.6,3071.23,3099.82,3059.38,12606
2007-03-23,3071.81,3074.29,3085.32,3008.15,11868
2007-03-26,3083.94,3122.81,3123.18,3069.47,12266
2007-03-27,3126.02,3138.83,3145.04,3103.78,12457
2007-03-28,3140.68,3173.02,3180.33,3052.08,16726
2007-03-29,3179.8,3197.54,3273.73,3176.53,14954
2007-03-30,3178.5,3183.98,3212.39,3157.03,8942
2007-04-02,3196.59,3252.59,3253.44,3196.59,9735
2007-04-03,3265.68,3291.3,3292.58,3251.52,10860
2007-04-04,3295.98,3291.54,3308.15,3266.56,11261
2007-04-05,3286.16,3319.14,3326.92,3259.63,11452
2007-04-06,3287.68,3323.58,3334.22,3273.85,11964
2007-04-09,3333.42,3398.95,3399.51,3333.26,13731
2007-04-10,3405.23,3444.29,3444.37,3351.1,14780
2007-04-11,3454.42,3495.22,3497.52,3428.78,14757
2007-04-12,3503.23,3531.03,3532.86,3488.08,13539
2007-04-13,3537.22,3518.27,3563.86,3504.16,15069
2007-04-16,3523.22,3596.44,3597.22,3523.22,13103
2007-04-17,3611.63,3611.87,3622.89,3510.5,16066
2007-04-18,3614.68,3612.4,3623.87,3564.23,15048
2007-04-19,3610.02,3449.02,3617.44,3358.93,17272
2007-04-20,3460.9,3584.2,3591.46,3460.9,13888
2007-04-23,3615.79,3710.89,3710.89,3615.79,16349
2007-04-24,3736.15,3720.53,3762.39,3689.13,17438
2007-04-25,3708.57,3743.96,3769.25,3653.99,15176
2007-04-26,3766.48,3783.06,3784.68,3732.6,11725
2007-04-27,3788.75,3759.87,3802.92,3720.6,13217
2007-04-30,3784.27,3841.27,3851.35,3759.48,14652
2007-05-08,3937.94,3950.01,3964.71,3901.33,16056
2007-05-09,3961.1,4013.08,4015.22,3875.38,20839
2007-05-10,4021.42,4049.7,4072.14,3991.48,17111
2007-05-11,4024.42,4021.68,4039.67,3949.37,14063
2007-05-14,3970.66,4046.39,4081.43,3940.36,13932
2007-05-15,4055.83,3899.18,4069.85,3891.36,15667
2007-05-16,3890.81,3986.04,3987.41,3845.23,13172
2007-05-17,4002.49,4048.29,4064.28,3983.0,13927
2007-05-18,4041.39,4030.26,4052.1,3999.17,13075
2007-05-21,3902.35,4072.23,4083.42,3892.98,15617
2007-05-22,4091.14,4110.38,4136.63,4086.82,17356
2007-05-23,4125.43,4173.71,4175.44,4093.92,16139
2007-05-24,4188.68,4151.13,4208.39,4089.39,18098
2007-05-25,4133.19,4179.78,4190.47,4111.26,15419
2007-05-28,4221.58,4272.11,4283.93,4215.24,17861
2007-05-29,4288.98,4334.92,4335.96,4262.02,17209
2007-05-30,4087.41,4053.09,4275.24,4015.51,18559
2007-05-31,4006.28,4109.65,4178.11,3858.04,17311
2007-06-01,4120.63,4000.74,4181.28,3966.98,16093
2007-06-04,3981.82,3670.4,3987.27,3659.09,11485
2007-06-05,3564.43,3767.1,3768.56,3404.15,15713
2007-06-06,3781.38,3776.32,3821.7,3682.79,14587
2007-06-07,3787.7,3890.8,3891.4,3779.5,14236
2007-06-08,3900.03,3913.14,3935.79,3852.04,13587
2007-06-11,3942.0,3995.68,4000.42,3930.74,13384
2007-06-12,4011.68,4072.14,4073.18,3910.0,14947
2007-06-13,4110.74,4176.48,4193.45,4102.04,16694
2007-06-14,4162.21,4115.21,4179.73,4085.78,13838
2007-06-15,4085.66,4132.87,4152.54,4067.36,10866
2007-06-18,4195.39,4253.35,4267.74,4193.31,12897
2007-06-19,4247.75,4269.52,4280.85,4209.58,12458
2007-06-20,4269.46,4181.32,4312.0,4164.27,13521
2007-06-21,4170.89,4230.82,4256.54,4147.05,11292
2007-06-22,4230.97,4091.45,4249.43,4024.49,11969
2007-06-25,4102.79,3941.08,4131.13,3912.42,10160
2007-06-26,3863.25,3973.37,3976.19,3818.85,9381
2007-06-27,3985.72,4078.6,4090.72,3948.29,9511
2007-06-28,4080.19,3914.2,4113.28,3912.81,9783
2007-06-29,3824.29,3820.7,3919.34,3779.81,8610
2007-07-02,3800.23,3836.29,3859.86,3724.19,7425
2007-07-03,3854.72,3899.72,3906.76,3821.46,6974
2007-07-04,3906.01,3816.17,3916.48,3800.27,5647
2007-07-05,3769.64,3615.87,3778.4,3614.53,6340
2007-07-06,3599.82,3781.35,3785.35,3563.54,8073
2007-07-09,3809.67,3883.22,3900.9,3782.73,8348
2007-07-10,3895.91,3853.02,3929.42,3841.8,7656
2007-07-11,3837.8,3865.72,3879.29,3812.14,5135
2007-07-12,3874.04,3915.99,3925.6,3861.04,5515
2007-07-13,3920.83,3914.4,3935.51,3878.18,4602
2007-07-16,3920.65,3821.92,3931.87,3820.57,4761
2007-07-17,3809.56,3896.19,3919.78,3767.22,4871
2007-07-18,3880.85,3930.06,3971.61,3861.91,6287
2007-07-19,3918.54,3912.94,3947.33,3887.59,4873
2007-07-20,3918.41,4058.85,4062.12,3918.41,8311
2007-07-23,4091.24,4213.36,4220.32,4091.24,12166
2007-07-24,4238.32,4210.33,4284.83,4192.72,11098
2007-07-25,4212.95,4323.97,4325.38,4212.23,9395
2007-07-26,4347.78,4346.46,4371.51,4304.19,9921
