date,上证综指,创业板
2013-12-11,2204.17,1244.51
2013-12-12,2202.8,1279.32
2013-12-13,2196.07,1278.14
2013-12-16,2160.86,1279.96
2013-12-17,2151.08,1267.67
2013-12-18,2148.28,1256.0
2013-12-19,2127.79,1256.08
2013-12-20,2084.79,1253.71
2013-12-23,2089.71,1242.81
2013-12-24,2092.91,1258.82
2013-12-25,2106.35,1288.34
2013-12-26,2073.1,1269.54
2013-12-27,2101.25,1294.3
2013-12-30,2097.53,1307.99
2013-12-31,2115.98,1304.44
2014-01-02,2109.39,1333.0
2014-01-03,2083.14,1352.84
2014-01-06,2045.71,1323.33
2014-01-07,2047.32,1352.28
2014-01-08,2044.34,1405.02
2014-01-09,2027.62,1380.24
2014-01-10,2013.3,1353.3
2014-01-13,2009.56,1362.79
2014-01-14,2026.84,1400.92
2014-01-15,2023.35,1415.32
2014-01-16,2023.7,1395.16
2014-01-17,2004.95,1395.51
2014-01-20,1991.25,1372.74
2014-01-21,2008.31,1407.15
2014-01-22,2051.75,1431.74
2014-01-23,2042.18,1461.53
2014-01-24,2054.39,1484.43
2014-01-27,2033.3,1477.67
2014-01-28,2038.51,1471.34
2014-01-29,2049.91,1496.53
2014-01-30,2033.08,1495.98
2014-02-07,2044.5,1532.69
2014-02-10,2086.07,1553.42
2014-02-11,2103.67,1527.15
2014-02-12,2109.96,1539.97
2014-02-13,2098.4,1485.13
2014-02-14,2115.85,1515.78
2014-02-17,2135.42,1558.62
2014-02-18,2119.07,1545.34
2014-02-19,2142.55,1544.4
2014-02-20,2138.78,1515.16
2014-02-21,2113.69,1519.67
2014-02-24,2076.69,1540.03
2014-02-25,2034.22,1472.69
2014-02-26,2041.25,1465.98
2014-02-27,2047.35,1414.66
2014-02-28,2056.3,1434.89
2014-03-03,2075.24,1465.14
2014-03-04,2071.47,1460.45
2014-03-05,2053.08,1464.58
2014-03-06,2059.58,1462.53
2014-03-07,2057.91,1460.61
2014-03-10,1999.06,1407.07
2014-03-11,2001.16,1395.81
2014-03-12,1997.69,1399.27
2014-03-13,2019.11,1436.86
2014-03-14,2004.34,1434.02
2014-03-17,2023.67,1477.42
2014-03-18,2025.2,1485.64
2014-03-19,2021.73,1466.22
2014-03-20,1993.48,1417.66
2014-03-21,2047.62,1419.84
2014-03-24,2066.28,1397.29
2014-03-25,2067.31,1394.82
2014-03-26,2063.67,1417.61
2014-03-27,2046.59,1367.96
2014-03-28,2041.71,1330.5
2014-03-31,2033.31,1327.8
2014-04-01,2047.46,1355.05
2014-04-02,2058.99,1327.98
2014-04-03,2043.7,1326.18
2014-04-04,2058.83,1346.74
2014-04-08,2098.28,1351.18
2014-04-09,2105.24,1370.46
2014-04-10,2134.3,1381.14
2014-04-11,2130.54,1363.9
2014-04-14,2131.54,1372.73
2014-04-15,2101.6,1369.89
2014-04-16,2105.12,1359.3
2014-04-17,2098.89,1367.59
2014-04-18,2097.75,1377.42
2014-04-21,2065.83,1363.85
2014-04-22,2072.83,1336.19
2014-04-23,2066.36,1324.82
2014-04-24,2057.03,1319.51
2014-04-25,2036.52,1291.9
2014-04-28,2003.49,1257.26
2014-04-29,2020.34,1266.54
2014-04-30,2026.36,1283.21
2014-05-05,2027.35,1302.15
2014-05-06,2028.04,1316.86
2014-05-07,2010.08,1290.03
2014-05-08,2015.27,1279.84
2014-05-09,2011.14,1258.58
2014-05-12,2052.87,1278.28
2014-05-13,2050.73,1276.24
2014-05-14,2047.91,1278.66
2014-05-15,2024.97,1253.88
2014-05-16,2026.5,1226.47
2014-05-19,2005.18,1228.37
2014-05-20,2008.12,1244.65
2014-05-21,2024.95,1257.8
2014-05-22,2021.29,1269.51
2014-05-23,2034.57,1296.0
2014-05-26,2041.48,1320.76
2014-05-27,2034.56,1306.28
2014-05-28,2050.23,1338.97
2014-05-29,2040.59,1314.21
2014-05-30,2039.21,1318.13
2014-06-03,2038.31,1319.62
2014-06-04,2024.83,1321.72
2014-06-05,2040.88,1355.48
2014-06-06,2029.96,1350.45
2014-06-09,2030.5,1326.68
2014-06-10,2052.53,1353.87
2014-06-11,2054.95,1367.39
2014-06-12,2051.71,1363.74
2014-06-13,2070.72,1382.73
2014-06-16,2085.98,1395.61
2014-06-17,2066.7,1377.43
2014-06-18,2055.52,1363.99
2014-06-19,2023.73,1320.66
2014-06-20,2026.67,1333.98
2014-06-23,2024.36,1361.28
2014-06-24,2033.93,1369.44
2014-06-25,2025.5,1358.71
2014-06-26,2038.68,1386.27
2014-06-27,2036.51,1388.81
2014-06-30,2048.33,1404.71
2014-07-01,2050.38,1411.74
2014-07-02,2059.42,1419.94
2014-07-03,2063.23,1422.6
2014-07-04,2059.38,1411.64
2014-07-07,2059.93,1393.89
2014-07-08,2064.02,1410.72
2014-07-09,2038.61,1384.58
2014-07-10,2038.34,1363.88
2014-07-11,2046.96,1359.34
2014-07-14,2066.65,1367.07
2014-07-15,2070.36,1341.27
2014-07-16,2067.28,1318.61
2014-07-17,2055.59,1312.81
2014-07-18,2059.07,1305.92
2014-07-21,2054.48,1306.96
2014-07-22,2075.48,1329.35
2014-07-23,2078.49,1293.09
2014-07-24,2105.06,1271.88
2014-07-25,2126.61,1285.77
2014-07-28,2177.95,1314.53
2014-07-29,2183.19,1331.76
2014-07-30,2181.24,1342.74
2014-07-31,2201.56,1344.54
2014-08-01,2185.3,1325.94
2014-08-04,2223.33,1329.82
2014-08-05,2219.95,1360.69
2014-08-06,2217.47,1365.74
2014-08-07,2187.67,1362.03
2014-08-08,2194.43,1377.44
2014-08-11,2224.65,1397.78
2014-08-12,2221.59,1396.44
2014-08-13,2222.88,1384.31
2014-08-14,2206.47,1380.3
2014-08-15,2226.73,1392.45
2014-08-18,2239.47,1428.74
2014-08-19,2245.33,1436.4
2014-08-20,2240.21,1427.4
2014-08-21,2230.46,1447.88
2014-08-22,2240.81,1461.72
2014-08-25,2229.27,1443.81
2014-08-26,2207.11,1411.15
2014-08-27,2209.47,1420.54
2014-08-28,2195.82,1403.8
2014-08-29,2217.2,1424.47
2014-09-01,2235.51,1452.84
2014-09-02,2266.05,1465.03
2014-09-03,2288.63,1477.67
2014-09-04,2306.86,1495.51
2014-09-05,2326.43,1489.83
2014-09-09,2326.53,1494.02
2014-09-10,2318.3,1504.91
2014-09-11,2311.68,1513.01
2014-09-12,2331.95,1524.12
2014-09-15,2339.14,1526.14
2014-09-16,2296.55,1473.13
2014-09-17,2307.89,1479.12
2014-09-18,2315.93,1490.79
2014-09-19,2329.45,1499.12
2014-09-22,2289.87,1483.35
2014-09-23,2309.72,1500.99
2014-09-24,2343.57,1517.42
2014-09-25,2345.1,1508.42
2014-09-26,2347.72,1511.36
2014-09-29,2357.71,1526.18
2014-09-30,2363.87,1540.87
2014-10-08,2382.79,1557.57
2014-10-09,2389.37,1561.17
2014-10-10,2374.54,1554.22
2014-10-13,2366.01,1548.33
2014-10-14,2359.48,1539.12
2014-10-15,2373.67,1545.62
2014-10-16,2356.5,1526.56
2014-10-17,2341.18,1511.05
2014-10-20,2356.73,1532.38
2014-10-21,2339.66,1517.48
2014-10-22,2326.55,1504.55
2014-10-23,2302.42,1477.84
2014-10-24,2302.28,1477.59
2014-10-27,2290.44,1492.01
2014-10-28,2337.87,1522.05
2014-10-29,2373.03,1530.08
2014-10-30,2391.08,1525.77
2014-10-31,2420.18,1513.27
2014-11-03,2430.03,1529.89
2014-11-04,2430.68,1516.4
2014-11-05,2419.25,1512.49
2014-11-06,2425.86,1532.52
2014-11-07,2418.17,1522.62
2014-11-10,2473.67,1514.82
2014-11-11,2469.67,1461.51
2014-11-12,2494.48,1475.75
2014-11-13,2485.61,1442.86
2014-11-14,2478.82,1441.21
2014-11-17,2474.01,1471.69
2014-11-18,2456.37,1481.86
2014-11-19,2450.99,1505.55
2014-11-20,2452.66,1494.59
2014-11-21,2486.79,1504.83
2014-11-24,2532.88,1507.81
2014-11-25,2567.6,1541.92
2014-11-26,2604.34,1554.22
2014-11-27,2630.49,1563.41
2014-11-28,2682.83,1570.85
2014-12-01,2680.16,1552.31
2014-12-02,2763.54,1565.42
2014-12-03,2779.52,1604.45
2014-12-04,2899.46,1621.84
2014-12-05,2937.65,1581.91
2014-12-08,3020.26,1567.16
2014-12-09,2856.27,1504.62
2014-12-10,2940.01,1572.69
2014-12-11,2925.74,1587.67
2014-12-12,2938.17,1623.57
2014-12-15,2953.42,1657.5
2014-12-16,3021.52,1649.58
2014-12-17,3061.02,1644.21
2014-12-18,3057.52,1634.05
2014-12-19,3108.6,1596.81
2014-12-22,3127.45,1517.93
2014-12-23,3032.61,1496.53
2014-12-24,2972.53,1519.8
2014-12-25,3072.54,1529.47
2014-12-26,3157.6,1536.08
2014-12-29,3168.02,1499.4
2014-12-30,3165.81,1460.11
2014-12-31,3234.68,1471.76
2015-01-05,3350.52,1464.77
2015-01-06,3351.45,1539.83
2015-01-07,3373.95,1523.39
2015-01-08,3293.46,1541.89
2015-01-09,3285.41,1553.24
2015-01-12,3229.32,1586.12
2015-01-13,3235.3,1601.17
2015-01-14,3222.44,1588.01
2015-01-15,3336.46,1586.33
2015-01-16,3376.5,1639.56
2015-01-19,3116.35,1630.06
2015-01-20,3173.05,1700.85
2015-01-21,3323.61,1722.58
2015-01-22,3343.34,1744.04
2015-01-23,3351.76,1697.29
2015-01-26,3383.18,1739.79
2015-01-27,3352.96,1743.68
2015-01-28,3305.74,1731.41
2015-01-29,3262.3,1711.37
2015-01-30,3210.36,1680.58
2015-02-02,3128.3,1696.83
2015-02-03,3204.91,1750.91
2015-02-04,3174.13,1757.74
2015-02-05,3136.53,1774.31
2015-02-06,3075.91,1730.97
2015-02-09,3095.12,1708.84
2015-02-10,3141.59,1747.68
2015-02-11,3157.7,1772.84
2015-02-12,3173.42,1788.81
2015-02-13,3203.83,1825.49
2015-02-16,3222.36,1896.63
2015-02-17,3246.91,1894.31
2015-02-25,3228.84,1876.74
2015-02-26,3298.36,1880.39
2015-02-27,3310.3,1928.04
2015-03-02,3336.28,1986.99
2015-03-03,3263.05,1961.74
2015-03-04,3279.53,2009.83
2015-03-05,3248.48,2014.79
2015-03-06,3241.19,1951.4
2015-03-09,3302.41,1994.39
2015-03-10,3286.07,2045.32
2015-03-11,3290.9,2035.83
2015-03-12,3349.32,2018.13
2015-03-13,3372.91,2069.07
2015-03-16,3449.3,2142.67
2015-03-17,3502.85,2137.46
2015-03-18,3577.3,2182.92
2015-03-19,3582.27,2183.88
2015-03-20,3617.32,2213.77
2015-03-23,3687.73,2293.65
2015-03-24,3691.41,2357.97
2015-03-25,3660.73,2385.01
2015-03-26,3682.09,2291.79
2015-03-27,3691.096,2323.819
2015-03-30,3786.57,2290.48
2015-03-31,3747.9,2335.17
2015-04-01,3810.29,2404.91
2015-04-02,3825.78,2475.32
2015-04-03,3863.93,2510.16
2015-04-07,3961.38,2556.7
2015-04-08,3994.81,2488.16
2015-04-09,3957.53,2496.49
2015-04-10,4034.31,2552.83
2015-04-13,4121.71,2577.78
2015-04-14,4135.56,2558.85
2015-04-15,4084.16,2441.74
2015-04-16,4194.82,2484.33
2015-04-17,4287.3,2463.99
2015-04-20,4217.08,2424.85
2015-04-21,4293.62,2566.09
2015-04-22,4398.49,2634.93
2015-04-23,4414.51,2706.19
2015-04-24,4393.69,2734.75
2015-04-27,4527.4,2747.5
2015-04-28,4476.21,2687.97
2015-04-29,4476.62,2797.52
2015-04-30,4441.65,2857.89
2015-05-04,4480.46,2845.25
2015-05-05,4298.71,2783.44
2015-05-06,4229.27,2846.56
2015-05-07,4112.21,2806.05
2015-05-08,4205.92,2973.6
2015-05-11,4333.58,3146.83
2015-05-12,4401.22,3250.3
2015-05-13,4375.76,3192.15
2015-05-14,4378.31,3141.59
2015-05-15,4308.69,3145.33
2015-05-18,4283.49,3278.48
2015-05-19,4417.55,3322.77
2015-05-20,4446.29,3406.28
2015-05-21,4529.42,3527.41
2015-05-22,4657.6,3516.63
2015-05-25,4813.8,3467.92
2015-05-26,4910.9,3618.23
2015-05-27,4941.71,3628.67
2015-05-28,4620.27,3432.98
2015-05-29,4611.74,3542.84
2015-06-01,4828.74,3718.75
2015-06-02,4910.53,3901.54
2015-06-03,4909.98,3982.25
2015-06-04,4947.1,3943.47
2015-06-05,5023.1,3885.83
2015-06-08,5131.88,3704.55
2015-06-09,5113.53,3705.54
2015-06-10,5106.04,3834.7
2015-06-11,5121.59,3862.14
2015-06-12,5166.35,3899.71
2015-06-15,5062.99,3696.03
2015-06-16,4887.43,3590.67
2015-06-17,4967.9,3741.36
2015-06-18,4785.36,3504.55
2015-06-19,4478.36,3314.98
2015-06-23,4576.49,3393.94
2015-06-24,4690.15,3383.4
2015-06-25,4527.78,3206.38
2015-06-26,4192.87,2920.7
2015-06-29,4053.03,2689.76
2015-06-30,4277.22,2858.61
2015-07-01,4053.7,2759.41
2015-07-02,3912.77,2649.32
2015-07-03,3686.92,2605.28
2015-07-06,3775.91,2493.83
2015-07-07,3727.12,2352.01
2015-07-08,3507.19,2364.05
2015-07-09,3709.33,2435.75
2015-07-10,3877.8,2535.89
2015-07-13,3970.39,2683.07
2015-07-14,3924.49,2726.05
2015-07-15,3805.7,2590.03
2015-07-16,3823.18,2627.08
2015-07-17,3957.35,2783.32
2015-07-20,3992.11,2848.3
2015-07-21,4017.68,2882.9
2015-07-22,4026.04,2897.37
2015-07-23,4123.92,2967.95
2015-07-24,4070.91,2897.82
2015-07-27,3725.56,2683.45
2015-07-28,3663.0,2581.96
2015-07-29,3789.17,2693.86
2015-07-30,3705.77,2561.19
2015-07-31,3663.73,2539.84
2015-08-03,3622.91,2399.27
2015-08-04,3756.54,2546.16
2015-08-05,3694.57,2502.04
2015-08-06,3661.54,2480.93
2015-08-07,3744.21,2576.99
2015-08-10,3928.42,2706.72
2015-08-11,3927.91,2698.91
2015-08-12,3886.32,2622.19
2015-08-13,3954.56,2684.26
2015-08-14,3965.33,2674.02
2015-08-17,3993.67,2666.29
2015-08-18,3748.16,2504.17
2015-08-19,3794.11,2570.69
2015-08-20,3664.29,2508.82
2015-08-21,3507.74,2341.95
2015-08-24,3209.91,2152.61
2015-08-25,2964.97,1990.71
2015-08-26,2927.29,1890.04
2015-08-27,3083.59,1959.49
2015-08-28,3232.35,2082.12
2015-08-31,3205.99,1996.86
2015-09-01,3166.62,1889.49
2015-09-02,3160.17,1855.03
2015-09-07,3080.42,1893.52
2015-09-08,3170.45,2001.16
2015-09-09,3243.09,2071.72
2015-09-10,3197.89,2039.12
2015-09-11,3200.23,2060.5
2015-09-14,3114.8,1906.21
2015-09-15,3005.17,1797.56
2015-09-16,3152.26,1926.24
2015-09-17,3086.06,1933.3
2015-09-18,3097.92,1983.3
2015-09-21,3156.54,2079.06
2015-09-22,3185.62,2078.72
2015-09-23,3115.89,2077.99
2015-09-24,3142.69,2106.59
2015-09-25,3092.35,2020.97
2015-09-28,3100.76,2122.26
2015-09-29,3038.14,2098.57
2015-09-30,3052.78,2082.67
2015-10-08,3143.36,2190.31
2015-10-09,3183.15,2216.66
2015-10-12,3287.66,2316.78
2015-10-13,3293.23,2342.04
2015-10-14,3262.44,2305.0
2015-10-15,3338.07,2404.53
2015-10-16,3391.35,2449.03
2015-10-19,3386.7,2433.6
2015-10-20,3425.33,2511.16
2015-10-21,3320.68,2344.74
2015-10-22,3368.74,2458.14
2015-10-23,3412.43,2538.38
2015-10-26,3429.58,2527.48
2015-10-27,3434.34,2563.96
2015-10-28,3375.2,2485.24
2015-10-29,3387.31,2485.28
2015-10-30,3382.56,2478.28
2015-11-02,3325.08,2432.04
2015-11-03,3316.7,2429.27
2015-11-04,3459.64,2584.32
2015-11-05,3522.82,2564.72
2015-11-06,3590.03,2661.41
2015-11-09,3646.88,2724.62
2015-11-10,3640.49,2746.61
2015-11-11,3650.25,2804.68
2015-11-12,3632.9,2783.3
2015-11-13,3580.84,2710.16
2015-11-16,3606.96,2797.16
2015-11-17,3604.79,2717.05
2015-11-18,3568.47,2661.17
2015-11-19,3617.06,2770.75
2015-11-20,3630.5,2800.15
2015-11-23,3610.31,2770.58
2015-11-24,3616.11,2816.05
2015-11-25,3647.93,2897.57
2015-11-26,3635.55,2833.2
2015-11-27,3436.3,2649.55
2015-11-30,3445.41,2672.58
2015-12-01,3456.31,2655.34
2015-12-02,3536.91,2613.26
2015-12-03,3584.82,2708.12
2015-12-04,3524.99,2692.16
2015-12-07,3536.93,2738.15
2015-12-08,3470.07,2691.66
2015-12-09,3472.44,2667.91
2015-12-10,3455.5,2695.51
2015-12-11,3434.58,2671.29
2015-12-14,3520.67,2709.26
2015-12-15,3510.35,2745.7
2015-12-16,3516.19,2763.11
2015-12-17,3580.0,2835.7
2015-12-18,3578.96,2830.26
2015-12-21,3642.47,2829.92
2015-12-22,3651.77,2839.85
2015-12-23,3636.09,2783.94
2015-12-24,3612.49,2795.78
2015-12-25,3627.91,2794.73
2015-12-28,3533.78,2735.49
2015-12-29,3563.74,2749.82
2015-12-30,3572.88,2779.51
2015-12-31,3539.18,2714.05
2016-01-04,3296.66,2491.27
2016-01-05,3287.71,2416.73
2016-01-06,3361.84,2468.37
2016-01-07,3125.0,2256.52
2016-01-08,3186.41,2248.99
2016-01-11,3016.7,2106.36
2016-01-12,3022.86,2147.53
2016-01-13,2949.6,2059.78
2016-01-14,3007.65,2175.01
2016-01-15,2900.97,2112.9
2016-01-18,2913.84,2174.93
2016-01-19,3007.74,2241.7
2016-01-20,2976.69,2204.65
2016-01-21,2880.48,2112.4
2016-01-22,2916.56,2149.59
2016-01-25,2938.51,2158.82
2016-01-26,2749.79,1994.05
2016-01-27,2735.56,1997.46
2016-01-28,2655.66,1906.46
2016-01-29,2737.6,1994.06
2016-02-01,2688.85,1992.69
2016-02-02,2749.57,2075.29
2016-02-03,2739.25,2090.51
2016-02-04,2781.02,2126.64
2016-02-05,2763.49,2096.99
2016-02-15,2746.2,2116.84
2016-02-16,2836.57,2201.93
2016-02-17,2867.34,2215.34
2016-02-18,2862.89,2190.91
2016-02-19,2860.02,2211.01
2016-02-22,2927.18,2245.56
2016-02-23,2903.33,2218.12
2016-02-24,2928.9,2203.74
2016-02-25,2741.25,2037.14
2016-02-26,2767.21,2014.92
2016-02-29,2687.98,1880.15
2016-03-01,2733.17,1934.92
2016-03-02,2849.68,2017.6
2016-03-03,2859.76,2007.08
2016-03-04,2874.15,1907.04
2016-03-07,2897.34,1953.33
2016-03-08,2901.39,2002.19
2016-03-09,2862.56,1970.81
2016-03-10,2804.73,1936.97
2016-03-11,2810.31,1934.87
2016-03-14,2859.5,2023.13
2016-03-15,2864.37,1996.92
2016-03-16,2870.43,1977.54
2016-03-17,2904.83,2087.29
2016-03-18,2955.15,2177.87
2016-03-21,3018.8,2227.03
2016-03-22,2999.36,2221.7
2016-03-23,3009.96,2259.11
2016-03-24,2960.97,2219.77
2016-03-25,2979.43,2216.09
2016-03-28,2957.82,2199.69
2016-03-29,2919.83,2152.55
2016-03-30,3000.65,2248.78
2016-03-31,3003.92,2238.29
2016-04-01,3009.53,2205.37
2016-04-05,3053.07,2279.52
2016-04-06,3050.59,2297.04
2016-04-07,3008.42,2248.68
2016-04-08,2984.96,2229.93
2016-04-11,3033.96,2283.14
2016-04-12,3023.65,2264.02
2016-04-13,3066.64,2294.01
2016-04-14,3082.36,2324.39
2016-04-15,3078.12,2309.68
2016-04-18,3033.66,2265.59
2016-04-19,3042.82,2272.52
2016-04-20,2972.58,2145.24
2016-04-21,2952.89,2110.16
2016-04-22,2959.24,2136.92
2016-04-25,2946.67,2126.83
2016-04-26,2964.7,2155.7
2016-04-27,2953.67,2146.61
2016-04-28,2945.59,2155.23
2016-04-29,2938.32,2138.74
2016-05-03,2992.64,2217.23
2016-05-04,2991.27,2211.02
2016-05-05,2997.84,2224.09
2016-05-06,2913.25,2129.19
2016-05-09,2832.11,2053.6
2016-05-10,2832.59,2054.22
2016-05-11,2837.04,2034.93
2016-05-12,2835.86,2034.56
2016-05-13,2827.11,2025.22
2016-05-16,2850.86,2057.86
2016-05-17,2843.68,2081.44
2016-05-18,2807.51,2020.47
2016-05-19,2806.91,2037.4
2016-05-20,2825.48,2065.3
2016-05-23,2843.65,2098.23
2016-05-24,2821.67,2075.51
2016-05-25,2815.09,2067.25
2016-05-26,2822.44,2086.01
2016-05-27,2821.05,2069.89
2016-05-30,2822.45,2058.52
2016-05-31,2916.62,2159.8
2016-06-01,2913.51,2168.82
2016-06-02,2925.23,2188.56
2016-06-03,2938.68,2204.97
2016-06-06,2934.1,2199.3
2016-06-07,2936.04,2196.73
2016-06-08,2927.16,2186.54
2016-06-13,2833.07,2054.71
2016-06-14,2842.19,2058.31
2016-06-15,2887.21,2128.8
2016-06-16,2872.82,2101.42
2016-06-17,2885.1,2122.89
2016-06-20,2888.81,2119.63
2016-06-21,2878.56,2092.0
2016-06-22,2905.55,2144.82
2016-06-23,2891.96,2137.49
2016-06-24,2854.29,2127.36
2016-06-27,2895.7,2191.81
2016-06-28,2912.56,2216.71
2016-06-29,2931.59,2209.79
2016-06-30,2929.61,2227.79
2016-07-01,2932.48,2211.18
2016-07-04,2988.6,2248.71
2016-07-05,3006.39,2246.02
2016-07-06,3017.29,2241.56
2016-07-07,3016.85,2233.92
2016-07-08,2988.09,2239.0
2016-07-11,2994.92,2218.59
2016-07-12,3049.38,2247.35
2016-07-13,3060.69,2285.37
2016-07-14,3054.02,2293.08
2016-07-15,3054.3,2263.78
2016-07-18,3043.56,2249.87
2016-07-19,3036.6,2273.72
2016-07-20,3027.9,2268.53
2016-07-21,3039.01,2265.13
2016-07-22,3012.82,2250.0
2016-07-25,3015.83,2245.89
2016-07-26,3050.17,2279.55
2016-07-27,2992.0,2155.39
2016-07-28,2994.32,2139.74
2016-07-29,2979.34,2122.41
2016-08-01,2953.39,2099.18
2016-08-02,2971.28,2113.21
2016-08-03,2978.46,2108.31
2016-08-04,2982.43,2129.65
2016-08-05,2976.7,2109.05
2016-08-08,3004.28,2130.59
2016-08-09,3025.68,2154.5
2016-08-10,3018.75,2137.0
2016-08-11,3002.64,2103.4
2016-08-12,3050.67,2123.84
2016-08-15,3125.2,2193.21
2016-08-16,3110.04,2201.1
2016-08-17,3109.55,2208.2
2016-08-18,3104.11,2201.59
2016-08-19,3108.1,2204.56
2016-08-22,3084.81,2167.4
2016-08-23,3089.71,2174.16
2016-08-24,3085.88,2192.17
2016-08-25,3068.33,2180.66
2016-08-26,3070.31,2189.75
2016-08-29,3070.03,2193.2
2016-08-30,3074.68,2195.53
2016-08-31,3085.49,2191.76
2016-09-01,3063.31,2181.33
2016-09-02,3067.35,2170.86
2016-09-05,3072.1,2182.69
2016-09-06,3090.71,2222.84
2016-09-07,3091.93,2212.05
2016-09-08,3095.95,2223.47
2016-09-09,3078.85,2202.97
2016-09-12,3021.98,2145.56
2016-09-13,3023.51,2145.87
2016-09-14,3002.85,2144.56
2016-09-19,3026.05,2165.21
2016-09-20,3023.0,2158.43
2016-09-21,3025.87,2162.13
2016-09-22,3042.31,2168.42
2016-09-23,3033.9,2156.51
2016-09-26,2980.43,2122.9
2016-09-27,2998.17,2140.8
2016-09-28,2987.86,2139.63
2016-09-29,2998.48,2146.18
2016-09-30,3004.7,2149.9
2016-10-10,3048.14,2208.47
2016-10-11,3065.25,2210.86
2016-10-12,3058.5,2209.69
2016-10-13,3061.35,2208.57
2016-10-14,3063.81,2194.23
2016-10-17,3041.17,2167.86
2016-10-18,3083.88,2198.14
2016-10-19,3084.72,2184.91
2016-10-20,3084.46,2193.26
2016-10-21,3090.94,2181.0
2016-10-24,3128.25,2200.8
2016-10-25,3131.94,2200.21
2016-10-26,3116.31,2184.49
2016-10-27,3112.35,2182.48
2016-10-28,3104.27,2165.43
2016-10-31,3100.49,2159.76
2016-11-01,3122.44,2176.45
2016-11-02,3102.73,2146.4
2016-11-03,3128.94,2153.18
2016-11-04,3125.32,2145.23
2016-11-07,3133.33,2130.3
2016-11-08,3147.89,2150.3
2016-11-09,3128.37,2123.84
2016-11-10,3171.28,2143.32
2016-11-11,3196.04,2147.11
2016-11-14,3210.37,2161.69
2016-11-15,3206.99,2179.3
2016-11-16,3205.06,2182.47
2016-11-17,3208.45,2163.04
2016-11-18,3192.86,2157.96
2016-11-21,3218.15,2152.6
2016-11-22,3248.35,2177.65
2016-11-23,3241.14,2165.71
2016-11-24,3241.74,2146.63
2016-11-25,3261.94,2167.53
2016-11-28,3277.0,2166.04
2016-11-29,3282.92,2160.35
2016-11-30,3250.03,2183.05
2016-12-01,3273.31,2181.93
2016-12-02,3243.84,2143.45
2016-12-05,3204.71,2143.88
2016-12-06,3199.65,2122.26
2016-12-07,3222.24,2134.99
2016-12-08,3215.37,2114.71
2016-12-09,3232.88,2099.89
2016-12-12,3152.97,1984.39
2016-12-13,3155.04,1985.04
2016-12-14,3140.53,1963.08
2016-12-15,3117.68,1975.85
2016-12-16,3122.98,1998.11
2016-12-19,3118.08,1980.41
2016-12-20,3102.88,1982.3
2016-12-21,3137.43,1991.7
2016-12-22,3139.56,1986.27
2016-12-23,3110.15,1964.54
2016-12-26,3122.57,1974.01
2016-12-27,3114.66,1968.62
2016-12-28,3102.24,1957.15
2016-12-29,3096.1,1959.24
2016-12-30,3103.64,1962.06
2017-01-03,3135.92,1963.26
2017-01-04,3158.79,1991.57
2017-01-05,3165.41,1983.97
2017-01-06,3154.32,1965.03
2017-01-09,3171.24,1961.62
2017-01-10,3161.67,1951.68
2017-01-11,3136.75,1937.55
2017-01-12,3119.29,1930.14
2017-01-13,3112.76,1899.94
2017-01-16,3103.43,1830.85
2017-01-17,3108.77,1867.87
2017-01-18,3113.01,1845.79
2017-01-19,3101.3,1844.14
2017-01-20,3123.14,1880.75
2017-01-23,3136.77,1887.32
2017-01-24,3142.55,1861.22
2017-01-25,3149.55,1870.7
2017-01-26,3159.17,1886.23
2017-02-03,3140.17,1876.76
2017-02-06,3156.98,1900.45
2017-02-07,3153.09,1889.13
2017-02-08,3166.98,1903.63
2017-02-09,3183.18,1914.08
2017-02-10,3196.7,1904.68
2017-02-13,3216.84,1913.68
2017-02-14,3217.93,1909.4
2017-02-15,3212.99,1892.36
2017-02-16,3229.62,1897.63
2017-02-17,3202.08,1882.87
2017-02-20,3239.96,1894.96
2017-02-21,3253.33,1921.08
2017-02-22,3261.22,1919.97
2017-02-23,3251.38,1925.95
2017-02-24,3253.43,1938.44
2017-02-27,3228.66,1926.77
2017-02-28,3241.73,1927.16
2017-03-01,3246.93,1931.97
2017-03-02,3230.03,1920.4
2017-03-03,3218.31,1928.29
2017-03-06,3233.87,1962.77
2017-03-07,3242.41,1977.85
2017-03-08,3240.66,1964.63
2017-03-09,3216.75,1953.94
2017-03-10,3212.76,1950.01
2017-03-13,3237.02,1970.88
2017-03-14,3239.33,1958.02
2017-03-15,3241.76,1957.82
2017-03-16,3268.94,1966.73
2017-03-17,3237.45,1949.66
2017-03-20,3250.81,1953.82
2017-03-21,3261.61,1961.06
2017-03-22,3245.22,1948.58
2017-03-23,3248.55,1948.37
2017-03-24,3269.45,1965.14
2017-03-27,3266.96,1947.53
2017-03-28,3252.95,1944.36
2017-03-29,3241.31,1929.2
2017-03-30,3210.24,1893.7
2017-03-31,3222.51,1907.34
2017-04-05,3270.31,1943.16
2017-04-06,3281.0,1944.23
2017-04-07,3286.62,1946.05
2017-04-10,3269.39,1912.45
2017-04-11,3288.97,1917.63
2017-04-12,3273.83,1897.51
2017-04-13,3275.96,1910.48
2017-04-14,3246.07,1887.46
2017-04-17,3222.17,1868.28
2017-04-18,3196.71,1848.2
2017-04-19,3170.69,1845.38
2017-04-20,3172.1,1850.39
2017-04-21,3173.15,1839.01
2017-04-24,3129.53,1809.91
2017-04-25,3134.57,1818.87
