date,open,close,high,low,volume,ma5,ma20,macd,macdsignal,macdhist
2021-05-31,3600.07,3615.48,3615.66,3580.65,33152,3599.96,3504.13,38.5,24.41,14.09
2021-06-01,3608.6,3624.71,3626.07,3581.91,35281,3608.64,3511.62,41.49,27.83,13.66
2021-06-02,3626.33,3597.14,3629.29,3584.6,34855,3609.39,3519.13,41.15,30.49,10.66
2021-06-03,3595.42,3584.21,3618.51,3584.21,35423,3604.46,3526.28,39.39,32.27,7.12
2021-06-04,3565.47,3591.84,3618.8,3561.89,33089,3602.68,3534.93,38.17,33.45,4.72
2021-06-07,3597.14,3599.54,3600.38,3581.9,30371,3599.49,3543.51,37.39,34.24,3.15
2021-06-08,3598.75,3580.11,3621.52,3563.25,30449,3590.57,3550.42,34.81,34.35,0.45
2021-06-09,3576.8,3591.4,3598.71,3572.64,29832,3589.42,3556.85,33.29,34.14,-0.85
2021-06-10,3587.53,3610.86,3624.34,3584.13,31817,3594.75,3565.92,33.27,33.97,-0.7
2021-06-11,3614.11,3589.75,3614.4,3587.15,36055,3594.33,3570.89,31.19,33.41,-2.22
2021-06-15,3587.47,3556.56,3592.95,3547.19,34916,3585.74,3572.83,26.56,32.04,-5.48
2021-06-16,3556.71,3518.33,3561.09,3513.56,31259,3573.38,3572.3,19.58,29.55,-9.97
2021-06-17,3508.32,3525.6,3534.2,3507.35,27722,3560.22,3573.03,14.47,26.53,-12.07
2021-06-18,3520.5,3525.1,3535.62,3503.18,29670,3543.07,3573.94,10.25,23.28,-13.02
2021-06-21,3515.5,3529.18,3540.3,3504.01,28089,3530.95,3576.07,7.17,20.05,-12.89
2021-06-22,3539.79,3557.41,3560.19,3536.81,30753,3531.12,3579.08,6.91,17.43,-10.51
2021-06-23,3559.4,3566.22,3577.47,3549.85,31070,3540.7,3578.32,7.34,15.41,-8.07
2021-06-24,3568.58,3566.65,3570.49,3548.82,33544,3548.91,3576.99,7.63,13.85,-6.23
2021-06-25,3567.38,3607.56,3614.3,3564.52,34608,3565.4,3576.92,11.03,13.29,-2.26
2021-06-28,3612.25,3606.37,3614.36,3594.22,32127,3580.84,3577.2,13.47,13.32,0.15
2021-06-29,3601.68,3573.18,3601.83,3570.53,30607,3584.0,3575.09,12.58,13.18,-0.59
2021-06-30,3572.62,3591.2,3594.12,3569.5,26816,3588.99,3573.41,13.18,13.18,0.01
2021-07-01,3600.55,3588.78,3607.7,3573.94,29188,3593.42,3572.99,13.31,13.2,0.11
2021-07-02,3569.89,3518.76,3569.89,3514.34,29194,3575.66,3569.72,7.67,12.1,-4.43
2021-07-05,3516.92,3534.32,3534.32,3510.58,28809,3561.25,3566.84,4.41,10.56,-6.15
2021-07-06,3533.13,3530.26,3538.35,3496.93,31407,3552.66,3563.38,1.48,8.74,-7.27
2021-07-07,3508.59,3553.72,3557.88,3504.47,31883,3545.17,3562.06,1.04,7.2,-6.17
